@relation felizJLO4Weka3

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Emocion {Feliz,Sorpresa,Triste,Enojado,Neutral}

@data
0.129194,0.062221,0.119318,0.07981,0.106268,0.160008,0.024918,0.081306,0.068052,0.089842,Neutral
0.024408,0.043546,0.049701,0.112208,0.06872,0.066079,0.024851,0.081087,0.089112,0.110808,Neutral
0.092054,0.086508,0.112707,0.07921,0.076712,0.168308,0.026267,0.085707,0.095558,0.136068,Neutral
0.195732,0.247816,0.24256,0.205653,0.178392,0.411005,0.026044,0.084981,0.096211,0.125984,Neutral
0.048901,0.043814,0.049576,0.045011,0.038746,0.085208,0.023762,0.077534,0.051546,0.103895,Neutral
0.157713,0.201215,0.204954,0.151811,0.148996,0.328905,0.02439,0.079585,0.071624,0.114217,Neutral
0.069041,0.056294,0.064307,0.058583,0.051538,0.11285,0.02364,0.077136,0.077307,0.102179,Neutral
0.125407,0.138499,0.125057,0.11855,0.092447,0.235073,0.024918,0.081306,0.073173,0.124588,Neutral
0.073367,0.086938,0.090207,0.062907,0.066799,0.142967,0.025121,0.081971,0.068986,0.106581,Neutral
0.064133,0.054144,0.05227,0.059659,0.046196,0.105524,0.025053,0.081748,0.091669,0.126322,Neutral
0.091846,0.083412,0.090824,0.061642,0.058409,0.150298,0.02519,0.082195,0.062424,0.125386,Neutral
0.154703,0.093153,0.134763,0.115821,0.102705,0.227326,0.029084,0.0949,0.047319,0.069472,Neutral
0.048801,0.069359,0.063553,0.059609,0.047213,0.111496,0.028455,0.092849,0.074203,0.104118,Neutral
0.149252,0.1914,0.21807,0.126706,0.145263,0.317298,0.027196,0.088741,0.071834,0.081802,Neutral
0.193653,0.195934,0.206167,0.153577,0.14425,0.344807,0.028194,0.091998,0.079569,0.099986,Neutral
